time_s,Kqv,Q0,V0
2205,1.57,659.5,230.49
2220,1.58,659.63,230.49
2235,1.57,659.85,230.5
2250,1.57,651.47,230.39
2265,1.58,650.43,230.39
2280,1.58,651.47,230.45
2295,1.59,652.06,230.48
2310,1.58,650.88,230.49
2325,1.58,649.57,230.43
2340,1.58,649.23,230.37
2355,1.58,650.23,230.46
2370,1.59,650.79,230.48
2385,1.58,649.4,230.41
2400,1.58,650.37,230.37
2415,1.59,649.99,230.38
2430,1.58,651.9,230.48
2445,1.58,653.48,230.46
2460,1.58,651.97,230.4
2475,1.58,651.49,230.35
2490,1.59,651.71,230.35
2505,1.59,653.96,230.45
2520,1.58,654.11,230.45
2535,1.59,654.48,230.41
2550,1.59,653.85,230.39
2565,1.59,654.56,230.44
2580,1.58,655.62,230.47
2595,1.58,655.27,230.45
2610,1.58,654.4,230.41
2625,1.58,654.51,230.38
2640,1.58,655.08,230.42
2655,1.59,656.23,230.47
2670,1.58,656.73,230.48
2685,1.58,656.55,230.48
2700,1.58,656.46,230.47
2715,1.58,657.02,230.48
2730,1.58,656.79,230.44
2745,1.58,655.02,230.36
2760,1.57,655.7,230.41
2775,1.57,657.09,230.48
2790,1.57,656.76,230.46
2805,1.58,656.06,230.43
2820,1.57,655.75,230.39
2835,1.58,655.42,230.38
2850,1.57,654.68,230.38
2865,1.58,655.41,230.45
2880,1.57,656.06,230.48
2895,1.58,656.11,230.45
2910,1.57,656.65,230.48
2925,1.56,656.72,230.49
2940,1.57,657.44,230.49
2955,1.58,656.79,230.47
2970,1.57,656.65,230.44
2985,1.57,655.16,230.37
3000,1.57,655.99,230.4
3015,1.57,657.62,230.48
3030,1.57,657.06,230.49
3045,1.57,656.47,230.48
3060,1.57,654.93,230.41
3075,1.57,654.92,230.37
3090,1.57,657.16,230.46
3105,1.57,656.6,230.49
3120,1.57,655.71,230.41
3135,1.57,655.36,230.37
3150,1.57,655.79,230.43
3165,1.58,657.03,230.48
3180,1.57,656.35,230.49
3195,1.57,656.95,230.5
3210,1.57,656.84,230.48
3225,1.57,656.73,230.48
3240,1.57,656.64,230.5
3255,1.58,656.38,230.47
3270,1.58,656.84,230.49
3285,1.57,655.58,230.4
3300,1.58,656.22,230.48
3315,1.58,656.24,230.45
3330,1.57,655.62,230.38
3345,1.58,654.42,230.38
3360,1.58,654.94,230.37
3375,1.57,654.81,230.38
3390,1.58,655.4,230.37
3405,1.58,656.82,230.49
3420,1.58,656.66,230.46
3435,1.58,655.42,230.37
3450,1.58,656.24,230.44
3465,1.57,657.16,230.46
3480,1.59,655.62,230.42
3495,1.58,655.44,230.43
3510,1.58,657.03,230.49
3525,1.58,655.04,230.4
3540,1.57,655.67,230.4
3555,1.58,656.54,230.44
3570,1.58,656.79,230.45
3585,1.58,655.33,230.41
3600,1.58,656.89,230.47
3615,1.58,488.87,230.46
3630,0.98,303.61,230.43
3645,1.13,283.87,230.55
3660,1.1,283.02,230.41
3675,1.11,283.35,230.53
3690,1.13,282.84,230.49
3705,1.08,282.39,230.43
3720,1.1,282.21,230.47
3735,1.11,281.49,230.49
3750,1.08,281.08,230.51
3765,1.12,280.52,230.42
3780,1.1,281.48,230.55
3795,1.08,281.95,230.42
3810,1.11,281.32,230.53
3825,1.09,280.51,230.41
3840,1.1,281.1,230.52
3855,1.1,280.94,230.41
3870,1.08,282.16,230.54
3885,1.11,280.44,230.42
3900,1.09,281.55,230.56
3915,1.11,280.2,230.42
3930,1.12,281.14,230.53
3945,1.08,278.43,230.44
3960,1.08,278.17,230.54
3975,1.09,277.44,230.41
3990,1.1,277.88,230.5
4005,1.11,278.32,230.53
4020,1.06,278.47,230.41
4035,1.07,277.82,230.51
4050,1.1,277.68,230.48
4065,1.09,277.1,230.41
4080,1.08,277.5,230.52
4095,1.1,278.04,230.53
4110,1.07,278.36,230.41
4125,1.08,277.39,230.43
4140,1.1,278.07,230.54
4155,1.09,277.79,230.48
4170,1.09,277.1,230.42
4185,1.1,279.33,230.51
4200,1.08,278.21,230.53
4215,1.08,277.93,230.44
4230,1.09,276.84,230.43
4245,1.09,277.68,230.52
4260,1.09,277.91,230.53
4275,1.09,276.95,230.42
4290,1.08,276.57,230.42
4305,1.09,276.84,230.48
4320,1.08,278.41,230.47
4335,1.1,276.81,230.42
4350,1.1,276.87,230.41
4365,1.09,276.89,230.41
4380,1.1,276.79,230.41
4395,1.08,276.81,230.44
4410,1.09,277.84,230.55
4425,1.1,276.4,230.4
4440,1.08,277.28,230.51
4455,1.08,277.06,230.5
4470,1.08,278.35,230.4
4485,1.08,277.08,230.49
4500,1.08,277.6,230.54
4515,1.09,276.64,230.4
4530,1.1,276.72,230.47
4545,1.1,277.18,230.53
4560,1.09,276.18,230.42
4575,1.09,276,230.42
4590,1.09,278.7,230.55
4605,1.07,276.85,230.44
4620,1.1,276.87,230.43
4635,1.1,277.62,230.55
4650,1.1,276.73,230.41
4665,1.1,277.58,230.53
4680,1.09,276.93,230.43
4695,1.08,277.08,230.48
4710,1.08,279.01,230.52
4725,1.11,277.64,230.4
4740,1.1,277.14,230.51
4755,1.28,269.77,230.54
4770,1.28,269.59,230.48
4785,1.27,268.51,230.43
4800,1.28,269.43,230.53
4815,1.28,268.58,230.4
4830,1.27,269.31,230.55
4845,1.28,268.79,230.44
4860,1.28,268.35,230.45
4875,1.28,269.74,230.55
4890,1.28,269.33,230.52
4905,1.27,268.95,230.43
4920,1.28,268.88,230.44
4935,1.27,269.48,230.55
4950,1.28,268.64,230.47
4965,1.27,268.64,230.43
4980,1.28,269.09,230.55
4995,1.29,268.38,230.41
5010,1.28,269.51,230.55
5025,1.27,268.51,230.43
5040,1.28,269.44,230.53
5055,1.28,269.39,230.49
5070,1.28,268.49,230.41
5085,1.28,269.55,230.54
5100,1.28,269.35,230.51
5115,1.28,268.64,230.43
5130,1.28,268.51,230.42
5145,1.28,268.81,230.47
5160,1.28,269.45,230.55
5175,1.28,268.86,230.44
5190,1.28,268.73,230.42
5205,1.28,268.98,230.42
5220,1.28,269.17,230.49
5235,1.27,269.91,230.56
5250,1.27,269.42,230.55
5265,1.28,269.71,230.48
5280,1.27,269.08,230.42
5295,1.27,269.09,230.45
5310,1.27,269.82,230.56
5325,1.28,269.72,230.53
5340,1.28,269.03,230.45
5355,1.28,268.8,230.43
5370,1.28,268.87,230.43
5385,1.28,269.63,230.53
5400,1.27,269.53,230.53
5415,1.28,268.39,230.44
5430,1.28,269.14,230.46
5445,1.28,269.57,230.56
5460,1.28,269.2,230.51
5475,1.28,268.14,230.42
5490,1.28,269.28,230.56
5505,1.28,268.36,230.42
5520,1.28,269.35,230.54
5535,1.28,268.32,230.43
5550,1.28,269.27,230.55
5565,1.28,269.17,230.49
5580,1.28,268.28,230.42
5595,1.28,269.38,230.56
5610,1.28,269.21,230.49
5625,1.28,268.18,230.41
5640,1.28,268.82,230.52
5655,1.28,268.85,230.51
5670,1.28,268.18,230.41
5685,1.28,268.84,230.53
5700,1.28,268.7,230.51
5715,1.28,268.11,230.43
5730,1.28,269.23,230.54
5745,1.29,268.93,230.51
5760,1.28,267.95,230.46
5775,1.28,268.6,230.48
5790,1.28,268.29,230.48
5805,1.28,268.68,230.47
5820,1.29,268.11,230.49
5835,1.28,269.09,230.55
5850,1.29,268.26,230.42
5865,1.28,269.27,230.55
5880,1.28,268.55,230.47
5895,1.29,269.22,230.53
5910,1.28,268.23,230.42
5925,1.28,268.25,230.46
5940,1.28,269.23,230.54
5955,1.28,269.18,230.56
5970,1.29,268.95,230.55
5985,1.28,268.64,230.46
6000,1.29,268.28,230.41
6015,1.28,268.8,230.44
6030,1.28,268.95,230.5
6045,1.28,269.27,230.53
6060,1.28,269.43,230.53
6075,1.28,269.29,230.5
6090,1.28,269,230.52
6105,1.28,269.12,230.54
6120,1.29,269.22,230.53
6135,1.28,268.59,230.46
6150,1.28,268.34,230.42
6165,1.28,268.36,230.45
6180,1.28,268.27,230.45
6195,1.29,268.26,230.42
6210,1.28,268.42,230.45
6225,1.28,268.51,230.49
6240,1.28,268.49,230.42
6255,1.28,269.48,230.55
6270,1.29,268.67,230.54
6285,1.28,268.93,230.51
6300,1.28,269.33,230.56
6315,1.28,269.22,230.56
6330,1.28,269.39,230.52
6345,1.28,269.02,230.48
6360,1.28,269.05,230.5
6375,1.29,269.31,230.57
6390,1.28,268.34,230.44
6405,1.28,268.58,230.43
6420,1.28,268.8,230.47
6435,1.28,269.49,230.55
6450,1.28,269.05,230.52
6465,1.28,268.18,230.42
6480,1.28,269.29,230.52
6495,1.28,269.45,230.57
6510,1.28,268.73,230.54
6525,1.28,268.31,230.42
6540,1.28,268.87,230.48
6555,1.28,269.49,230.54
6570,1.28,269.65,230.57
6585,1.28,269.5,230.57
6600,1.28,269.04,230.57
6615,1.28,269.71,230.55
6630,1.28,268.68,230.5
6645,1.29,268.47,230.44
6660,1.28,269.18,230.46
6675,1.28,269.12,230.47
6690,1.29,268.76,230.44
6705,1.28,268.62,230.45
6720,1.28,268.59,230.45
6735,1.28,269.06,230.54
6750,1.28,269.52,230.58
6765,1.28,269.61,230.57
6780,1.28,269.64,230.57
6795,1.28,269.03,230.52
6810,1.28,268.31,230.43
6825,1.28,268.86,230.46
6840,1.28,269.15,230.53
6855,1.28,269.26,230.58
6870,1.28,269.23,230.54
6885,1.28,268.66,230.48
6900,1.28,268.9,230.43
6915,1.29,270.12,230.56
6930,1.28,269.98,230.57
6945,1.28,269.77,230.55
6960,1.28,268.67,230.46
6975,1.28,269.03,230.49
6990,1.29,269.19,230.52
7005,1.28,268.46,230.43
7020,1.28,269.61,230.51
7035,1.29,275.86,230.49
7050,1.29,276.08,230.47
7065,1.3,276.77,230.58
7080,1.29,275.66,230.47
7095,1.29,276.27,230.49
7110,1.29,277.33,230.58
7125,1.29,275.87,230.46
7140,1.29,276.65,230.51
7155,1.29,277.02,230.57
7170,1.3,276.28,230.51
7185,1.29,275.89,230.44
7200,1.3,276.09,230.46
7215,1.29,277.04,230.58
7230,1.29,275.75,230.43
7245,1.29,276.65,230.55
7260,1.29,276.41,230.54
7275,1.29,275.88,230.44
7290,1.29,276.93,230.57
7305,1.29,275.9,230.49
7320,1.27,275.95,230.45
7335,1.32,290.93,230.56
7350,1.31,290.99,230.43
7365,1.32,292.35,230.57
7380,1.31,292.29,230.57
7395,1.31,291.42,230.47
7410,1.29,286.36,230.44
7425,1.24,302.72,230.54
7440,1.29,285.98,230.57
7455,1.01,285.84,230.5
7470,0.91,290.77,230.46
7485,1.36,290.44,230.47
7500,1.36,291.06,230.52
7515,1.36,299.33,230.44
7530,1.36,323.53,230.44
7545,0,291.96,230.46
7560,0,353.05,230.49
7575,0,355.24,230.49
7590,0,356.99,230.46
7605,0,358.06,230.44
7620,0,356.42,230.38
7635,0,362.72,230.38
7650,0,359.94,230.38
7665,0,356.11,230.39
7680,0,357.85,230.4
7695,0,343.78,230.37
7710,0,317.97,230.4
7725,0,299.92,230.48
7740,0,300.06,230.49
7755,0,301.67,230.47
7770,0,355.84,230.48
7785,0,393.02,230.49
7800,0,375.39,230.48
7815,0,373.21,230.41
7830,0,367.14,230.37
7845,0,364.97,230.48
7860,0,367.3,230.42
7875,0,370.55,230.39
7890,0,359.24,230.48
7905,0,360.6,230.45
7920,0,357.16,230.37
7935,0,365.55,230.4
7950,0,350.09,230.48
7965,0,353.26,230.48
7980,0,350.36,230.45
7995,0,359.67,230.45
8010,0,357.66,230.48
8025,0,354.29,230.54
8040,0,358.8,230.49
8055,0,355.81,230.53
8070,0,357.51,230.53
8085,0,354.55,230.5
8100,0,358.15,230.48
8115,0,358.53,230.54
8130,0,356.56,230.45
8145,0,333.03,230.4
8160,0,303.53,230.41
8175,0,291.22,230.41
8190,0,291.02,230.41
8205,0,307.43,230.43
8220,0,358.59,230.51
8235,0,388.42,230.51
8250,0,368.08,230.5
8265,0,349.51,230.52
8280,0,377.44,230.53
8295,0,387.88,230.53
8310,0,359.02,230.53
8325,0,336.34,230.43
8340,0,365.27,230.39
8355,0,360.46,230.4
8370,0,358.54,230.38
8385,0,345.73,230.48
8400,0,353.86,230.51
8415,0,330.84,230.39
8430,0,352.15,230.51
8445,0,358.24,230.46
8460,0,341.33,230.39
8475,0,339.46,230.44
8490,0,346.05,230.51
8505,0,349.72,230.5
8520,0,356.44,230.43
8535,0,358.01,230.48
8550,0,359.73,230.5
8565,0,357.42,230.5
8580,0,402.39,230.4
8595,0,376.61,230.44
8610,0,351.65,230.52
8625,0,341.32,230.36
8640,0,342.68,230.39
8655,0,353.39,230.41
8670,0,424.46,230.46
8685,0,420.35,230.38
8700,0,421.5,230.29
8715,0,408.65,230.33
8730,0,424.57,230.35
8745,0,421.99,230.28
8760,0,432.19,230.35
8775,0,423.93,230.27
8790,0,424.58,230.39
8805,0,415.81,230.26
8820,0,410.91,230.38
8835,0,399.6,230.33
8850,0,380.27,230.27
8865,0,390.47,230.36
8880,0,411.87,230.24
8895,0,448.14,230.33
8910,0,413.88,230.29
8925,0,414.09,230.32
8940,0,411.55,230.37
8955,0,414.56,230.26
8970,0,415.9,230.34
8985,0,411.52,230.3
9000,0,410.46,230.35
9015,0,428.65,230.28
9030,0,419.47,230.35
9045,0,385.08,230.32
9060,0,353.59,230.34
9075,0,349.94,230.34
9090,0,348.57,230.3
9105,0,354.57,230.36
9120,0,449.83,230.34
9135,0,433.16,230.28
9150,0,450.69,230.38
9165,0,429.2,230.26
9180,0,424.47,230.38
9195,0,435.54,230.26
9210,0,338.52,230.36
9225,0,349.97,230.32
9240,0,353.29,230.27
9255,0,392.94,230.37
9270,0,368.22,230.31
9285,0,521.49,230.36
9300,0,552,230.29
9315,0,570.76,230.42
9330,0,542.15,230.43
9345,0,534.39,230.43
9360,0,336.4,230.47
9375,0,335.88,230.39
9390,0,338.04,230.37
9405,0,356.07,230.36
9420,0,362.63,230.49
9435,0,376.37,230.36
9450,0,406.93,230.49
9465,0,426.52,230.36
9480,0,430.6,230.48
9495,0,391.28,230.4
9510,0,345.93,230.37
9525,0,349.51,230.39
9540,0,349.09,230.46
9555,0,290.53,230.49
9570,0,290.14,230.48
9585,0,289.39,230.45
9600,0,289.08,230.37
9615,0,289.89,230.36
9630,0,289.04,230.35
9645,0,355.52,230.35
9660,0,365.25,230.46
9675,0,424.67,230.49
9690,0,427.18,230.49
9705,0,421.84,230.44
9720,0,423.67,230.44
9735,0,426.46,230.49
9750,0,420.68,230.45
9765,0,421.91,230.36
9780,0,400.6,230.41
9795,0,422.02,230.5
9810,0,398.69,230.4
9825,0,390.81,230.39
9840,0,337.45,230.51
9855,0,359.61,230.5
9870,0,390.46,230.44
9885,0,386.55,230.43
9900,0,422.87,230.49
9915,0,310.64,230.48
9930,0,474.28,230.36
9945,0,498.58,230.47
9960,0,494.82,230.46
9975,0,489.88,230.47
9990,0,484.59,230.43
10005,0,289.79,230.38
10020,0,274.65,230.51
10035,0,334.54,230.42
10050,0,355.42,230.3
10065,0,355.43,230.41
10080,0,375.15,230.29
10095,0,397.15,230.36
10110,0,408.3,230.41
10125,0,427.94,230.35
10140,0,431.23,230.29
10155,0,434.33,230.33
10170,0,437.74,230.35
10185,0,402.83,230.32
10200,0,353.07,230.32
10215,0,344.85,230.35
10230,0,346.99,230.3
10245,0,346.68,230.32
10260,0,352.43,230.36
10275,0,350.85,230.42
10290,0,347.91,230.42
10305,0,345.47,230.42
10320,0,351.1,230.43
10335,0,371.87,230.42
10350,0,408.7,230.42
10365,0,428.9,230.42
10380,0,429.38,230.43
10395,0,437.56,230.37
10410,0,417.14,230.35
10425,0,406.86,230.37
10440,0,363.45,230.33
10455,0,383.13,230.31
10470,0,417.39,230.31
10485,0,371.82,230.34
10500,0,695.78,230.4
10515,0.69,548.48,230.42
10530,0.73,540.44,230.31
10545,0.72,540.2,230.38
10560,0.68,535.42,230.55
10575,0.65,527.68,230.43
10590,0.73,525.74,230.5
10605,0.71,529.92,230.51
10620,0.68,529.69,230.44
10635,0.78,468.74,230.55
10650,0.83,467.53,230.43
10665,0.76,467.14,230.42
10680,0.7,466.82,230.53
10695,0.77,462.26,230.45
10710,0.71,462.6,230.51
10725,0.76,461.22,230.48
10740,0.76,464.14,230.47
10755,1.13,470.72,230.51
10770,1.07,279.77,230.42
10785,1.14,285.53,230.42
10800,1.18,290.95,230.42
10815,1.18,298.6,230.46
10830,1.3,291.59,230.55
10845,1.28,290.75,230.49
10860,0.87,293.06,230.43
10875,1.35,290.81,230.49
10890,1.17,291.07,230.5
10905,1.12,290.57,230.43
10920,1.15,291.24,230.57
10935,1.13,290.81,230.44
10950,1.16,291.02,230.43
10965,1.16,290.94,230.51
10980,1.18,291.78,230.55
10995,1.17,291.32,230.55
11010,1.17,289.8,230.43
11025,1.25,303.58,230.42
11040,1.25,303.43,230.42
11055,1.22,303.34,230.5
11070,1.23,303.06,230.48
11085,1.24,303.02,230.44
11100,1.25,303.2,230.44
11115,1.26,303.08,230.44
11130,1.26,302.59,230.43
11145,1.25,302.66,230.46
11160,1.28,303,230.47
11175,1.28,303.35,230.48
11190,1.25,301.4,230.43
11205,1.27,302.12,230.47
11220,1.26,302.2,230.51
11235,1.29,303.01,230.5
11250,1.28,302.6,230.49
11265,1.32,301.83,230.44
11280,1.32,301.38,230.43
11295,1.3,300.69,230.44
11310,1.27,301.59,230.52
11325,1.34,318.42,230.58
11340,1.34,318.77,230.56
11355,1.35,320.94,230.58
11370,1.33,320.98,230.58
11385,1.32,321,230.55
11400,1.22,308.54,230.46
11415,1.25,309.95,230.58
11430,1.28,323.66,230.54
11445,1.32,323.82,230.46
11460,1.35,331.89,230.74
11475,1.32,323.3,230.75
11490,1.33,323.26,230.67
11505,1.32,322.98,230.65
11520,1.31,323.83,230.63
11535,1.31,324.42,230.66
11550,1.31,325.23,230.69
11565,1.3,325.86,230.73
11580,1.31,326.07,230.74
11595,1.32,325.81,230.66
11610,1.31,325.27,230.63
11625,1.31,325.17,230.68
11640,1.32,326.05,230.75
11655,1.3,327.07,230.75
11670,1.31,326.55,230.73
11685,1.34,326.02,230.68
11700,1.31,316.82,230.47
11715,1.35,316.52,230.61
11730,1.23,308.26,230.68
11745,1.21,308.67,230.67
11760,1.3,326.3,230.76
11775,1.3,323.85,230.6
11790,1.31,323.39,230.66
11805,1.3,324.44,230.68
11820,1.31,322.53,230.61
11835,1.29,324.31,230.71
11850,1.29,324.99,230.65
11865,1.29,332.23,230.6
11880,1.31,326.74,230.76
11895,1.3,323.13,230.61
11910,1.31,322.46,230.64
11925,1.32,323.68,230.73
11940,1.3,323.38,230.66
11955,1.32,322.13,230.59
11970,1.31,323.04,230.71
11985,1.3,323.66,230.71
12000,1.3,322.43,230.58
12015,1.32,322.16,230.65
12030,1.31,323.54,230.71
12045,1.31,322.32,230.59
12060,1.23,307.25,230.66
12075,1.23,307.75,230.68
12090,1.26,306.24,230.59
12105,1.31,323.42,230.73
12120,1.3,322.04,230.58
12135,1.31,322.14,230.66
12150,1.31,323.1,230.73
12165,1.31,321.91,230.63
12180,1.3,322.29,230.63
12195,1.3,308.53,230.72
12210,1.3,324.97,230.71
12225,1.31,323.84,230.65
12240,1.3,322.77,230.68
12255,1.3,323.2,230.7
12270,1.3,323.51,230.72
12285,1.3,323.1,230.69
12300,1.3,320.55,230.61
12315,1.3,315.38,230.55
12330,1.31,322.22,230.66
12345,1.3,320.95,230.59
12360,1.31,316.19,230.46
12375,1.29,314,230.48
12390,1.29,315.05,230.71
12405,1.24,307.57,230.78
12420,1.23,307.13,230.74
12435,1.3,323.01,230.74
12450,1.31,322.57,230.66
12465,1.31,321.62,230.6
12480,1.3,322.03,230.64
12495,1.22,322.81,230.73
12510,1.29,323.7,230.7
12525,1.49,322.29,230.6
12540,1.3,322.54,230.71
12555,1.27,314.39,230.69
12570,1.27,312.68,230.61
12585,1.26,313.11,230.68
12600,1.26,314.1,230.71
12615,1.28,313.06,230.59
12630,1.29,313.46,230.62
12645,1.28,313.46,230.66
12660,1.29,314.94,230.72
12675,1.29,315.19,230.74
12690,1.29,315.11,230.71
12705,1.28,315.08,230.67
12720,1.29,315.02,230.64
12735,1.21,298.87,230.63
12750,1.22,298.96,230.59
12765,1.28,299.62,230.67
12780,1.28,315.34,230.71
12795,1.27,314.27,230.59
12810,1.28,315.62,230.72
12825,1.29,314.32,230.66
12840,1.26,314.92,230.59
12855,1.27,315.97,230.73
12870,1.28,314.4,230.59
12885,1.29,315.42,230.73
12900,1.28,314.57,230.61
12915,1.27,308.74,230.56
12930,1.27,307.3,230.51
12945,1.27,306.41,230.57
12960,1.28,306.38,230.54
12975,1.29,305.07,230.52
12990,1.28,305.99,230.57
13005,1.28,304.72,230.55
13020,1.27,305.64,230.57
13035,1.28,304.62,230.48
13050,1.28,305.99,230.62
13065,1.23,304.62,230.47
13080,1.22,290.18,230.54
13095,1.21,291.37,230.58
13110,1.29,304.36,230.47
13125,1.27,305.61,230.61
13140,1.29,304.76,230.5
13155,1.29,310.61,230.62
13170,1.26,313.33,230.7
13185,1.27,314.29,230.74
13200,1.27,314.08,230.71
13215,1.29,313.61,230.6
13230,1.29,313.13,230.65
13245,1.28,314.61,230.72
13260,1.28,314.7,230.74
13275,1.28,314.74,230.68
13290,1.27,314.17,230.6
13305,1.27,314.24,230.66
13320,1.27,308.41,230.61
13335,1.27,307.51,230.61
13350,1.27,306.67,230.58
13365,1.28,305.82,230.56
13380,1.27,305.8,230.59
13395,1.27,306.4,230.59
13410,1.21,290.47,230.48
13425,1.23,290.47,230.48
13440,1.28,305.22,230.57
13455,1.29,311.62,230.72
13470,1.29,312.09,230.65
13485,1.28,312.25,230.6
13500,1.28,293.89,230.63
13515,1.26,313.38,230.61
13530,1.29,313.51,230.63
13545,1.28,314.34,230.73
13560,1.28,314.65,230.68
13575,1.27,313.4,230.62
13590,1.28,314.63,230.74
13605,1.27,306.62,230.49
13620,1.26,310.01,230.61
13635,1.39,317.73,230.45
13650,1.39,314.57,230.48
13665,1.39,316.21,230.47
13680,1.39,314.91,230.48
13695,1.39,317.13,230.48
13710,1.38,313.65,230.47
13725,1.39,316.06,230.51
13740,1.34,311.7,230.45
13755,1.32,304,230.53
13770,1.32,298.98,230.46
13785,1.39,314.91,230.47
13800,1.38,313.83,230.54
13815,1.37,314.39,230.44
13830,1.36,314.61,230.46
13845,1.37,314.51,230.53
13860,1.38,313.37,230.45
13875,1.36,316.28,230.54
13890,1.36,312.94,230.43
13905,1.38,314.15,230.55
13920,1.37,313.42,230.44
13935,1.37,314.13,230.55
13950,1.37,312.8,230.43
13965,1.38,314.02,230.5
13980,1.41,300.29,230.48
13995,1.49,569.88,230.48
14010,1.49,561.06,230.4
14025,1.03,588.83,230.39
14040,1.02,590.99,230.41
14055,1.49,572.86,230.38
14070,1.46,562.8,230.44
14085,1.04,579.04,230.47
14100,1.05,580.05,230.47
14115,1.42,577.24,230.43
14130,1.41,565.34,230.45
14145,1.05,581.92,230.46
14160,1.04,582.62,230.45
14175,1.38,578.92,230.39
14190,1.36,566.1,230.38
14205,1.01,586.79,230.46
14220,1.01,587.33,230.43
14235,1.3,582.69,230.38
14250,1.29,571.19,230.47
14265,1.02,587.97,230.37
14280,1.01,590.11,230.46
14295,1.27,586.37,230.48
14310,1.26,571.1,230.41
14325,1.45,676.09,230.38
14340,1.46,676.54,230.44
14355,1.86,676.32,230.49
14370,1.91,715.47,230.46
14385,1.89,709.31,230.47
14400,1.88,707.87,230.55
14415,1.88,705.8,230.43
14430,1.89,706.03,230.53
